,employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
6522,6522,Technology,Female,Senior Leader,4.0,3.0,1388,8,29,0,2018-01-01,2018-12-31,0,
6523,6523,Account/Client Management,Male,Manager,5.0,4.0,269,8,24,0,2018-01-01,2018-12-31,0,
6524,6524,Technology,Male,Senior Leader,4.0,4.0,928,28,42,0,2018-01-01,2018-12-31,0,
6525,6525,Account/Client Management,Male,Individual Contributor,4.0,2.0,141,57,48,0,2018-01-01,2018-12-31,0,
6526,6526,Technology,Male,Individual Contributor,2.0,1.0,97,8,28,0,2018-01-01,2018-10-24,1,2018-10-24 00:00:00
6527,6527,Technology,Male,Manager,4.0,2.0,108,4,31,0,2018-01-01,2018-12-31,0,
6528,6528,Technology,Female,Individual Contributor,3.0,1.0,159,5,30,0,2018-01-01,2018-07-31,1,2018-07-31 00:00:00
6529,6529,Account/Client Management,Female,Individual Contributor,3.0,1.0,72,21,37,0,2018-01-01,2018-12-31,0,
6530,6530,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,1.0,103,57,47,0,2018-01-01,2018-12-31,0,
6531,6531,Technology,Female,Individual Contributor,3.0,4.0,70,59,61,0,2018-01-01,2018-12-31,0,
6532,6532,Account/Client Management,Male,Executive,2.0,5.0,3046,13,37,0,2018-01-01,2018-12-31,0,
6533,6533,Technology,Female,Individual Contributor,3.0,1.0,187,5,31,0,2018-01-01,2018-12-31,0,
6534,6534,Technology,Male,Individual Contributor,3.0,2.0,62,41,49,0,2018-01-01,2018-12-31,0,
6535,6535,Technology,Male,Individual Contributor,5.0,5.0,138,36,56,1,2018-01-01,2018-12-31,0,
6536,6536,Technology,Male,Senior Leader,4.0,4.0,505,16,26,0,2018-01-01,2018-12-31,0,
6537,6537,Account/Client Management,Male,Individual Contributor,3.0,2.0,145,24,34,0,2018-01-01,2018-12-31,0,
6538,6538,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,2.0,173,19,26,0,2018-01-01,2018-12-31,0,
6539,6539,Account/Client Management,Female,Manager,5.0,4.0,327,19,40,0,2018-01-01,2018-12-31,0,
6540,6540,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3.0,2.0,45,18,46,0,2018-01-01,2018-03-11,1,2018-03-11 00:00:00
6541,6541,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,2.0,151,29,23,0,2018-01-01,2018-02-09,1,2018-02-09 00:00:00
6542,6542,Account/Client Management,Female,Individual Contributor,4.0,2.0,81,25,51,0,2018-01-01,2018-06-30,1,2018-06-30 00:00:00
6543,6543,Technology,Male,Individual Contributor,4.0,1.0,140,25,31,0,2018-01-01,2018-11-19,1,2018-11-19 00:00:00
6544,6544,Account/Client Management,Female,Individual Contributor,5.0,4.0,184,12,38,0,2018-01-01,2018-12-31,0,
6545,6545,Technology,Male,Senior Leader,3.0,3.0,523,25,51,0,2018-01-01,2018-12-31,0,
6546,6546,Technology,Male,Manager,4.0,5.0,129,9,30,0,2018-01-01,2018-12-31,0,
6547,6547,Technology,Male,Manager,4.0,5.0,204,7,35,1,2018-01-01,2018-12-31,0,
6548,6548,Technology,Female,Individual Contributor,4.0,2.0,65,38,21,0,2018-01-01,2018-12-31,0,
6549,6549,Technology,Male,Manager,3.0,4.0,144,2,23,0,2018-01-01,2018-12-31,0,
6550,6550,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5.0,2.0,882,27,34,0,2018-01-01,2018-12-31,0,
6551,6551,"Corporate Admin (HR, Finance, etc)",Male,Executive,5.0,5.0,6187,18,43,0,2018-01-01,2018-12-31,0,
6552,6552,Account/Client Management,Male,Manager,3.0,5.0,195,19,31,0,2018-01-01,2018-12-31,0,
6553,6553,Technology,Male,Individual Contributor,3.0,2.0,78,16,26,0,2018-01-01,2018-12-31,0,
6554,6554,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,4.0,312,4,32,0,2018-01-01,2018-12-31,0,
6555,6555,Account/Client Management,Female,Individual Contributor,2.0,2.0,173,36,29,0,2018-01-01,2018-12-31,0,
6556,6556,Technology,Female,Manager,4.0,3.0,329,1,24,0,2018-01-01,2018-12-31,0,
6557,6557,Account/Client Management,Male,Individual Contributor,1.0,2.0,134,16,35,0,2018-01-01,2018-10-30,1,2018-10-30 00:00:00
6558,6558,Account/Client Management,Female,Individual Contributor,3.0,1.0,159,8,31,0,2018-01-01,2018-05-24,1,2018-05-24 00:00:00
6559,6559,Account/Client Management,Female,Individual Contributor,5.0,5.0,82,2,28,0,2018-01-01,2018-12-31,0,
6560,6560,Technology,Female,Executive,2.0,3.0,2422,2,29,0,2018-01-01,2018-12-31,0,
6561,6561,Account/Client Management,Female,Individual Contributor,3.0,2.0,92,1,24,0,2018-01-01,2018-12-31,0,
6562,6562,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,4.0,419,17,39,0,2018-01-01,2018-12-31,0,
6563,6563,Technology,Male,Manager,4.0,2.0,228,8,31,0,2018-01-01,2018-03-13,1,2018-03-13 00:00:00
6564,6564,Technology,Female,Manager,4.0,2.0,391,2,31,0,2018-01-01,2018-06-05,1,2018-06-05 00:00:00
6565,6565,Technology,Male,Individual Contributor,3.0,4.0,65,9,29,0,2018-01-01,2018-12-31,0,
6566,6566,Account/Client Management,Male,Individual Contributor,3.0,2.0,196,4,25,0,2018-01-01,2018-12-31,0,
6567,6567,Technology,Male,Executive,5.0,4.0,2247,21,31,0,2018-01-01,2018-12-31,0,
6568,6568,Account/Client Management,Male,Individual Contributor,3.0,3.0,197,3,32,0,2018-01-01,2018-12-31,0,
6569,6569,Technology,Female,Executive,5.0,4.0,11241,10,39,0,2018-01-01,2018-12-31,0,
6570,6570,Technology,Male,Individual Contributor,4.0,1.0,160,14,40,0,2018-01-01,2018-12-31,0,
6571,6571,Account/Client Management,Male,Individual Contributor,2.0,1.0,107,4,24,0,2018-01-01,2018-04-08,1,2018-04-08 00:00:00
6572,6572,Technology,Male,Individual Contributor,3.0,1.0,126,10,38,0,2018-01-01,2018-12-31,0,
6573,6573,Technology,Male,Individual Contributor,3.0,5.0,194,9,26,0,2018-01-01,2018-12-31,0,
6574,6574,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3.0,2.0,167,22,46,0,2018-01-01,2018-07-19,1,2018-07-19 00:00:00
6575,6575,"Corporate Admin (HR, Finance, etc)",Female,Manager,2.0,1.0,231,3,30,0,2018-01-01,2018-12-31,0,
6576,6576,Account/Client Management,Male,Individual Contributor,3.0,3.0,89,13,35,0,2018-01-01,2018-12-31,0,
6577,6577,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,3.0,43,33,59,0,2018-01-01,2018-12-31,0,
6578,6578,Account/Client Management,Male,Individual Contributor,2.0,2.0,158,45,44,0,2018-01-01,2018-06-20,1,2018-06-20 00:00:00
6579,6579,Account/Client Management,Female,Senior Leader,3.0,4.0,537,13,42,0,2018-01-01,2018-12-31,0,
6580,6580,Technology,Male,Manager,5.0,5.0,323,23,43,0,2018-01-01,2018-12-31,0,
6581,6581,Technology,Female,Individual Contributor,4.0,5.0,93,6,30,1,2018-01-01,2018-12-31,0,
6582,6582,Account/Client Management,Female,Senior Leader,4.0,4.0,971,17,29,0,2018-01-01,2018-12-31,0,
6583,6583,Technology,Male,Individual Contributor,4.0,4.0,66,22,28,0,2018-01-01,2018-12-31,0,
6584,6584,Technology,Female,Manager,1.0,4.0,244,3,25,0,2018-01-01,2018-04-04,1,2018-04-04 00:00:00
6585,6585,Account/Client Management,Male,Senior Leader,4.0,3.0,772,41,66,0,2018-01-01,2018-12-31,0,
6586,6586,Technology,Male,Manager,5.0,4.0,369,27,27,0,2018-01-01,2018-12-31,0,
6587,6587,Technology,Female,Individual Contributor,4.0,5.0,77,14,36,0,2018-01-01,2018-12-31,0,
6588,6588,Technology,Male,Individual Contributor,5.0,5.0,65,20,31,1,2018-01-01,2018-12-31,0,
6589,6589,Technology,Male,Individual Contributor,2.0,2.0,185,4,31,0,2018-01-01,2018-12-31,0,
6590,6590,Account/Client Management,Female,Individual Contributor,5.0,2.0,94,21,50,0,2018-01-01,2018-12-31,0,
6591,6591,Technology,Male,Executive,5.0,3.0,377,7,31,0,2018-01-01,2018-12-31,0,
6592,6592,Technology,Male,Individual Contributor,3.0,2.0,154,9,30,0,2018-01-01,2018-10-15,1,2018-10-15 00:00:00
6593,6593,Account/Client Management,Female,Executive,3.0,5.0,2111,18,43,0,2018-01-01,2018-12-31,0,
6594,6594,Account/Client Management,Male,Individual Contributor,1.0,3.0,111,58,33,0,2018-01-01,2018-12-31,0,
6595,6595,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,5.0,4.0,540,6,31,0,2018-01-01,2018-12-31,0,
6596,6596,Account/Client Management,Male,Executive,4.0,5.0,4166,3,32,0,2018-01-01,2018-12-31,0,
6597,6597,Technology,Male,Individual Contributor,3.0,1.0,51,13,22,0,2018-01-01,2018-12-31,0,
6598,6598,"Corporate Admin (HR, Finance, etc)",Female,Manager,2.0,4.0,193,13,38,0,2018-01-01,2018-12-31,0,
6599,6599,Technology,Male,Manager,3.0,3.0,210,5,26,0,2018-01-01,2018-12-31,0,
6600,6600,Technology,Male,Manager,3.0,4.0,196,25,53,0,2018-01-01,2018-12-31,0,
6601,6601,Technology,Male,Senior Leader,3.0,4.0,695,7,31,0,2018-01-01,2018-12-31,0,
6602,6602,Account/Client Management,Male,Manager,5.0,2.0,176,2,25,0,2018-01-01,2018-12-31,0,
6603,6603,Account/Client Management,Female,Individual Contributor,3.0,3.0,167,47,37,0,2018-01-01,2018-12-31,0,
6604,6604,Technology,Male,Manager,3.0,1.0,381,15,36,0,2018-01-01,2018-05-15,1,2018-05-15 00:00:00
6605,6605,Technology,Female,Senior Leader,3.0,5.0,881,8,25,0,2018-01-01,2018-12-31,0,
6606,6606,Technology,Male,Senior Leader,3.0,4.0,628,2,27,0,2018-01-01,2018-12-31,0,
6607,6607,Technology,Male,Individual Contributor,4.0,5.0,104,57,53,0,2018-01-01,2018-12-31,0,
6608,6608,Technology,Male,Individual Contributor,4.0,4.0,80,2,27,1,2018-01-01,2018-12-31,0,
6609,6609,Technology,Male,Individual Contributor,1.0,2.0,61,9,30,0,2018-01-01,2018-07-07,1,2018-07-07 00:00:00
6610,6610,Technology,Female,Executive,2.0,4.0,11326,13,28,0,2018-01-01,2018-12-31,0,
6611,6611,Technology,Male,Senior Leader,3.0,4.0,834,15,36,0,2018-01-01,2018-12-31,0,
6612,6612,Technology,Male,Individual Contributor,4.0,5.0,55,37,47,0,2018-01-01,2018-12-31,0,
6613,6613,Technology,Male,Individual Contributor,3.0,4.0,196,7,36,0,2018-01-01,2018-12-31,0,
6614,6614,Technology,Female,Senior Leader,5.0,4.0,719,5,27,1,2018-01-01,2018-12-31,0,
6615,6615,Technology,Female,Manager,3.0,4.0,111,14,40,0,2018-01-01,2018-12-31,0,
6616,6616,Account/Client Management,Male,Manager,3.0,5.0,142,17,44,0,2018-01-01,2018-12-31,0,
6617,6617,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3.0,4.0,48,22,49,0,2018-01-01,2018-12-31,0,
6618,6618,Technology,Female,Individual Contributor,3.0,2.0,138,14,39,0,2018-01-01,2018-12-31,0,
6619,6619,Technology,Male,Manager,5.0,2.0,305,23,33,0,2018-01-01,2018-10-03,1,2018-10-03 00:00:00
6620,6620,Technology,Male,Manager,3.0,4.0,369,6,33,0,2018-01-01,2018-12-31,0,
6621,6621,Technology,Female,Individual Contributor,3.0,2.0,155,3,25,0,2018-01-01,2018-11-02,1,2018-11-02 00:00:00
6622,6622,Technology,Female,Individual Contributor,3.0,3.0,144,17,24,0,2018-01-01,2018-12-31,0,
6623,6623,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5.0,1.0,74,20,43,1,2018-01-01,2018-12-31,0,
6624,6624,Technology,Female,Individual Contributor,5.0,5.0,81,4,33,1,2018-01-01,2018-12-31,0,
6625,6625,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,2.0,117,21,28,0,2018-01-01,2018-05-27,1,2018-05-27 00:00:00
6626,6626,Technology,Male,Individual Contributor,3.0,1.0,168,24,40,0,2018-01-01,2018-12-31,0,
6627,6627,Technology,Female,Individual Contributor,3.0,5.0,39,13,40,0,2018-01-01,2018-12-31,0,
6628,6628,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5.0,5.0,591,14,31,1,2018-01-01,2018-12-31,0,
6629,6629,Account/Client Management,Female,Individual Contributor,3.0,3.0,182,3,32,0,2018-01-01,2018-12-31,0,
6630,6630,Technology,Female,Individual Contributor,3.0,2.0,151,9,27,0,2018-01-01,2018-12-04,1,2018-12-04 00:00:00
6631,6631,Technology,Male,Manager,4.0,5.0,135,1,27,0,2018-01-01,2018-12-31,0,
6632,6632,Technology,Female,Senior Leader,5.0,4.0,759,19,44,0,2018-01-01,2018-12-31,0,
6633,6633,Technology,Male,Individual Contributor,5.0,2.0,101,41,39,0,2018-01-01,2018-12-31,0,
6634,6634,Technology,Male,Individual Contributor,4.0,4.0,142,9,33,0,2018-01-01,2018-12-31,0,
6635,6635,Technology,Male,Individual Contributor,4.0,3.0,112,12,38,0,2018-01-01,2018-12-31,0,
6636,6636,Account/Client Management,Female,Senior Leader,4.0,5.0,870,8,32,0,2018-01-01,2018-12-31,0,
6637,6637,Account/Client Management,Female,Individual Contributor,3.0,5.0,167,43,64,0,2018-01-01,2018-12-31,0,
6638,6638,Technology,Male,Individual Contributor,3.0,5.0,68,45,34,0,2018-01-01,2018-12-31,0,
6639,6639,Account/Client Management,Female,Manager,3.0,4.0,253,8,23,0,2018-01-01,2018-12-31,0,
6640,6640,Technology,Male,Individual Contributor,2.0,2.0,178,6,28,0,2018-01-01,2018-12-31,0,
6641,6641,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,1.0,297,9,33,0,2018-01-01,2018-07-04,1,2018-07-04 00:00:00
6642,6642,Technology,Female,Manager,4.0,5.0,180,7,23,0,2018-01-01,2018-12-31,0,
6643,6643,Technology,Male,Individual Contributor,3.0,4.0,186,7,36,0,2018-01-01,2018-12-31,0,
6644,6644,Account/Client Management,Female,Individual Contributor,3.0,3.0,144,13,27,0,2018-01-01,2018-12-31,0,
6645,6645,Account/Client Management,Female,Manager,4.0,4.0,432,19,33,0,2018-01-01,2018-12-31,0,
6646,6646,Account/Client Management,Female,Manager,3.0,3.0,310,22,30,0,2018-01-01,2018-12-31,0,
6647,6647,Technology,Male,Individual Contributor,4.0,3.0,100,51,23,0,2018-01-01,2018-12-31,0,
6648,6648,Technology,Male,Individual Contributor,3.0,3.0,174,6,31,0,2018-01-01,2018-12-31,0,
6649,6649,Technology,Female,Manager,5.0,2.0,281,6,23,0,2018-01-01,2018-09-07,1,2018-09-07 00:00:00
6650,6650,Technology,Male,Individual Contributor,2.0,1.0,66,17,39,0,2018-01-01,2018-12-31,0,
6651,6651,Account/Client Management,Female,Individual Contributor,4.0,2.0,70,10,32,0,2018-01-01,2018-07-02,1,2018-07-02 00:00:00
6652,6652,Account/Client Management,Female,Senior Leader,5.0,2.0,650,33,60,0,2018-01-01,2018-12-31,0,
6653,6653,Account/Client Management,Female,Individual Contributor,3.0,2.0,136,26,33,0,2018-01-01,2018-10-01,1,2018-10-01 00:00:00
6654,6654,Technology,Male,Individual Contributor,5.0,1.0,118,36,55,0,2018-01-01,2018-02-16,1,2018-02-16 00:00:00
6655,6655,Technology,Female,Individual Contributor,4.0,2.0,196,48,49,0,2018-01-01,2018-09-25,1,2018-09-25 00:00:00
6656,6656,Technology,Female,Executive,5.0,4.0,8831,1,29,0,2018-01-01,2018-12-31,0,
6657,6657,Account/Client Management,Male,Individual Contributor,3.0,2.0,80,5,23,0,2018-01-01,2018-05-13,1,2018-05-13 00:00:00
6658,6658,Account/Client Management,Male,Manager,5.0,3.0,171,7,28,0,2018-01-01,2018-12-31,0,
6659,6659,Technology,Male,Individual Contributor,4.0,3.0,67,9,36,0,2018-01-01,2018-12-31,0,
6660,6660,Technology,Male,Individual Contributor,4.0,2.0,132,25,46,0,2018-01-01,2018-07-01,1,2018-07-01 00:00:00
6661,6661,Technology,Female,Individual Contributor,5.0,1.0,76,37,41,0,2018-01-01,2018-12-31,0,
6662,6662,Technology,Male,Individual Contributor,2.0,1.0,87,39,60,0,2018-01-01,2018-08-22,1,2018-08-22 00:00:00
6663,6663,Technology,Female,Individual Contributor,3.0,3.0,109,30,51,0,2018-01-01,2018-12-31,0,
6664,6664,Technology,Male,Individual Contributor,4.0,4.0,176,4,30,0,2018-01-01,2018-01-02,1,2018-01-02 00:00:00
6665,6665,Technology,Male,Individual Contributor,3.0,2.0,72,30,33,0,2018-01-01,2018-12-31,0,
6666,6666,Technology,Male,Manager,3.0,5.0,194,6,27,0,2018-01-01,2018-12-31,0,
6667,6667,Account/Client Management,Male,Senior Leader,4.0,5.0,931,36,64,0,2018-01-01,2018-12-31,0,
6668,6668,Account/Client Management,Male,Individual Contributor,1.0,4.0,192,28,37,0,2018-01-01,2018-12-31,0,
6669,6669,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,4.0,126,48,26,0,2018-01-01,2018-12-31,0,
6670,6670,Technology,Female,Manager,5.0,1.0,134,5,33,0,2018-01-01,2018-09-16,1,2018-09-16 00:00:00
6671,6671,Technology,Male,Individual Contributor,3.0,3.0,83,6,34,0,2018-01-01,2018-12-31,0,
6672,6672,Technology,Male,Individual Contributor,3.0,3.0,160,5,23,0,2018-01-01,2018-12-31,0,
6673,6673,Account/Client Management,Male,Individual Contributor,5.0,3.0,127,10,36,0,2018-01-01,2018-12-31,0,
6674,6674,Technology,Male,Individual Contributor,3.0,3.0,184,26,27,0,2018-01-01,2018-12-31,0,
6675,6675,Technology,Male,Senior Leader,5.0,3.0,703,18,27,1,2018-01-01,2018-12-31,0,
6676,6676,Technology,Male,Individual Contributor,5.0,3.0,155,11,35,1,2018-01-01,2018-12-31,0,
6677,6677,Account/Client Management,Male,Individual Contributor,1.0,2.0,117,16,24,0,2018-01-01,2018-05-23,1,2018-05-23 00:00:00
6678,6678,Technology,Male,Manager,4.0,5.0,387,25,34,0,2018-01-01,2018-12-31,0,
6679,6679,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,2.0,176,42,30,0,2018-01-01,2018-09-05,1,2018-09-05 00:00:00
6680,6680,Account/Client Management,Female,Individual Contributor,3.0,2.0,70,34,49,0,2018-01-01,2018-12-31,0,
6681,6681,Account/Client Management,Female,Individual Contributor,4.0,3.0,140,10,28,0,2018-01-01,2018-12-31,0,
6682,6682,Account/Client Management,Male,Individual Contributor,4.0,5.0,59,31,38,0,2018-01-01,2018-12-31,0,
6683,6683,Account/Client Management,Female,Manager,2.0,4.0,225,25,53,0,2018-01-01,2018-12-31,0,
6684,6684,Technology,Female,Individual Contributor,3.0,1.0,78,30,38,0,2018-01-01,2018-03-25,1,2018-03-25 00:00:00
6685,6685,Technology,Male,Individual Contributor,5.0,2.0,121,2,23,1,2018-01-01,2018-12-31,0,
6686,6686,Account/Client Management,Male,Individual Contributor,3.0,3.0,176,2,26,0,2018-01-01,2018-06-01,1,2018-06-01 00:00:00
6687,6687,Technology,Female,Individual Contributor,5.0,2.0,123,46,54,0,2018-01-01,2018-07-21,1,2018-07-21 00:00:00
6688,6688,Technology,Female,Manager,3.0,5.0,179,8,31,0,2018-01-01,2018-12-31,0,
6689,6689,Technology,Male,Senior Leader,5.0,5.0,636,15,31,0,2018-01-01,2018-12-31,0,
6690,6690,Account/Client Management,Male,Manager,4.0,1.0,214,6,26,1,2018-01-01,2018-12-31,0,
6691,6691,"Corporate Admin (HR, Finance, etc)",Male,Manager,3.0,3.0,256,4,24,0,2018-01-01,2018-03-10,1,2018-03-10 00:00:00
6692,6692,Technology,Male,Individual Contributor,4.0,1.0,112,7,28,0,2018-01-01,2018-12-31,0,
6693,6693,Technology,Male,Individual Contributor,4.0,2.0,102,15,24,0,2018-01-01,2018-12-31,0,
6694,6694,Account/Client Management,Male,Executive,4.0,5.0,10000,17,46,0,2018-01-01,2018-12-31,0,
6695,6695,Technology,Male,Individual Contributor,3.0,2.0,92,57,27,0,2018-01-01,2018-12-31,0,
6696,6696,Technology,Male,Manager,4.0,5.0,317,1,23,0,2018-01-01,2018-12-31,0,
6697,6697,Technology,Male,Executive,4.0,5.0,9531,12,21,0,2018-01-01,2018-12-31,0,
6698,6698,Technology,Male,Senior Leader,5.0,3.0,815,6,35,0,2018-01-01,2018-12-04,1,2018-12-04 00:00:00
6699,6699,Account/Client Management,Female,Manager,2.0,4.0,366,6,34,0,2018-01-01,2018-12-31,0,
6700,6700,Technology,Male,Executive,4.0,5.0,5856,24,51,0,2018-01-01,2018-12-31,0,
6701,6701,Account/Client Management,Male,Manager,5.0,3.0,156,9,37,0,2018-01-01,2018-06-11,1,2018-06-11 00:00:00
6702,6702,Technology,Female,Individual Contributor,1.0,5.0,129,59,21,0,2018-01-01,2018-12-31,0,
6703,6703,Technology,Male,Manager,4.0,5.0,138,3,25,0,2018-01-01,2018-12-31,0,
6704,6704,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3.0,1.0,80,11,31,0,2018-01-01,2018-12-31,0,
6705,6705,Technology,Female,Individual Contributor,3.0,4.0,124,34,47,0,2018-01-01,2018-12-31,0,
6706,6706,Technology,Male,Manager,4.0,1.0,299,5,30,0,2018-01-01,2018-01-24,1,2018-01-24 00:00:00
6707,6707,Technology,Female,Individual Contributor,4.0,1.0,88,1,24,0,2018-01-01,2018-08-23,1,2018-08-23 00:00:00
6708,6708,Technology,Male,Individual Contributor,3.0,3.0,156,59,59,0,2018-01-01,2018-12-31,0,
6709,6709,Account/Client Management,Female,Senior Leader,5.0,3.0,518,11,40,0,2018-01-01,2018-12-31,0,
6710,6710,Technology,Female,Manager,4.0,4.0,288,3,32,0,2018-01-01,2018-12-31,0,
6711,6711,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,4.0,210,1,28,0,2018-01-01,2018-12-31,0,
6712,6712,Technology,Male,Individual Contributor,3.0,2.0,146,37,51,0,2018-01-01,2018-11-07,1,2018-11-07 00:00:00
6713,6713,Technology,Female,Individual Contributor,4.0,5.0,185,34,36,0,2018-01-01,2018-12-31,0,
6714,6714,Technology,Female,Individual Contributor,4.0,2.0,80,27,55,0,2018-01-01,2018-12-31,0,
6715,6715,Account/Client Management,Female,Individual Contributor,5.0,5.0,71,36,42,1,2018-01-01,2018-12-31,0,
6716,6716,Technology,Female,Individual Contributor,3.0,3.0,141,33,43,0,2018-01-01,2018-12-31,0,
6717,6717,Technology,Male,Individual Contributor,4.0,5.0,183,14,39,0,2018-01-01,2018-12-31,0,
6718,6718,Technology,Male,Executive,5.0,1.0,886,15,28,0,2018-01-01,2018-06-27,1,2018-06-27 00:00:00
6719,6719,Technology,Male,Individual Contributor,2.0,3.0,193,4,33,0,2018-01-01,2018-01-14,1,2018-01-14 00:00:00
6720,6720,Technology,Male,Individual Contributor,1.0,5.0,187,39,58,0,2018-01-01,2018-12-31,0,
6721,6721,Technology,Male,Manager,5.0,5.0,150,5,34,1,2018-01-01,2018-12-31,0,
6722,6722,Technology,Male,Executive,4.0,3.0,2981,14,31,0,2018-01-01,2018-12-31,0,
6723,6723,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,3.0,389,6,30,1,2018-01-01,2018-12-31,0,
6724,6724,Account/Client Management,Female,Manager,4.0,4.0,219,4,31,0,2018-01-01,2018-12-31,0,
6725,6725,Account/Client Management,Female,Individual Contributor,3.0,1.0,65,37,58,0,2018-01-01,2018-12-31,0,
6726,6726,Account/Client Management,Male,Executive,4.0,5.0,4737,19,23,0,2018-01-01,2018-12-31,0,
6727,6727,Technology,Male,Individual Contributor,4.0,4.0,162,6,29,0,2018-01-01,2018-12-31,0,
6728,6728,Technology,Male,Individual Contributor,3.0,2.0,159,1,26,0,2018-01-01,2018-02-09,1,2018-02-09 00:00:00
6729,6729,Account/Client Management,Female,Manager,4.0,5.0,390,8,37,0,2018-01-01,2018-08-12,1,2018-08-12 00:00:00
6730,6730,Technology,Male,Manager,3.0,3.0,269,15,38,0,2018-01-01,2018-12-31,0,
6731,6731,Technology,Male,Individual Contributor,5.0,2.0,157,3,30,0,2018-01-01,2018-06-11,1,2018-06-11 00:00:00
6732,6732,Technology,Male,Manager,3.0,5.0,198,7,27,0,2018-01-01,2018-12-31,0,
6733,6733,Account/Client Management,Male,Individual Contributor,4.0,4.0,79,9,38,0,2018-01-01,2018-12-31,0,
6734,6734,Account/Client Management,Male,Individual Contributor,3.0,2.0,147,3,32,0,2018-01-01,2018-12-31,0,
6735,6735,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,3.0,110,1,26,0,2018-01-01,2018-12-31,0,
6736,6736,Account/Client Management,Female,Individual Contributor,3.0,1.0,190,54,32,0,2018-01-01,2018-12-31,0,
6737,6737,Technology,Male,Individual Contributor,4.0,1.0,101,14,33,0,2018-01-01,2018-12-31,0,
6738,6738,Technology,Male,Individual Contributor,4.0,5.0,81,55,26,0,2018-01-01,2018-12-31,0,
6739,6739,Technology,Male,Individual Contributor,3.0,1.0,107,8,30,0,2018-01-01,2018-04-17,1,2018-04-17 00:00:00
6740,6740,Technology,Male,Executive,4.0,5.0,1997,25,52,0,2018-01-01,2018-12-31,0,
6741,6741,Technology,Female,Individual Contributor,5.0,1.0,106,35,56,0,2018-01-01,2018-12-31,0,
6742,6742,Account/Client Management,Male,Senior Leader,4.0,4.0,1421,13,37,0,2018-01-01,2018-12-31,0,
6743,6743,Account/Client Management,Male,Manager,1.0,1.0,194,16,42,0,2018-01-01,2018-12-14,1,2018-12-14 00:00:00
6744,6744,Technology,Male,Individual Contributor,4.0,5.0,100,37,23,0,2018-01-01,2018-12-31,0,
6745,6745,Technology,Male,Individual Contributor,2.0,3.0,149,59,25,0,2018-01-01,2018-12-31,0,
6746,6746,Account/Client Management,Female,Individual Contributor,2.0,1.0,140,26,33,0,2018-01-01,2018-12-31,0,
6747,6747,Account/Client Management,Male,Senior Leader,2.0,4.0,511,4,33,0,2018-01-01,2018-12-31,0,
6748,6748,Technology,Male,Individual Contributor,2.0,4.0,96,2,27,0,2018-01-01,2018-12-31,0,
6749,6749,Account/Client Management,Female,Individual Contributor,4.0,3.0,64,4,24,0,2018-01-01,2018-12-31,0,
6750,6750,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,3.0,178,44,38,0,2018-01-01,2018-12-31,0,
6751,6751,Account/Client Management,Male,Manager,4.0,5.0,283,13,38,0,2018-01-01,2018-12-31,0,
6752,6752,Technology,Female,Manager,3.0,2.0,340,6,31,0,2018-01-01,2018-11-16,1,2018-11-16 00:00:00
6753,6753,Technology,Male,Senior Leader,5.0,4.0,684,17,23,0,2018-01-01,2018-12-31,0,
6754,6754,Account/Client Management,Male,Individual Contributor,3.0,5.0,121,6,21,0,2018-01-01,2018-12-31,0,
6755,6755,Account/Client Management,Female,Executive,5.0,4.0,7978,3,28,0,2018-01-01,2018-12-31,0,
6756,6756,Technology,Male,Individual Contributor,4.0,2.0,65,52,54,0,2018-01-01,2018-01-06,1,2018-01-06 00:00:00
6757,6757,Technology,Male,Senior Leader,2.0,2.0,523,36,49,0,2018-01-01,2018-05-03,1,2018-05-03 00:00:00
6758,6758,Technology,Male,Individual Contributor,2.0,3.0,192,15,31,0,2018-01-01,2018-12-31,0,
6759,6759,Account/Client Management,Female,Individual Contributor,2.0,1.0,65,6,31,0,2018-01-01,2018-07-04,1,2018-07-04 00:00:00
