employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
7016,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,2,379,8,33,0,1/1/2018,12/31/2018,0,
7017,Technology,Female,Manager,4,5,146,28,34,1,1/1/2018,12/31/2018,0,
7018,Account/Client Management,Female,Individual Contributor,3,1,141,55,34,0,1/1/2018,12/31/2018,0,
7019,Account/Client Management,Female,Individual Contributor,5,2,110,51,61,0,1/1/2018,12/31/2018,0,
7020,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,2,128,14,26,0,1/1/2018,12/31/2018,0,
7021,Technology,Male,Individual Contributor,4,2,193,6,35,0,1/1/2018,12/31/2018,0,
7022,Technology,Male,Individual Contributor,5,1,115,5,32,0,1/1/2018,4/24/2018,1,4/24/2018 0:00
7023,Account/Client Management,Female,Manager,3,5,169,4,30,0,1/1/2018,12/31/2018,0,
7024,Technology,Male,Manager,3,4,126,14,36,0,1/1/2018,12/31/2018,0,
7025,Account/Client Management,Female,Individual Contributor,3,4,85,15,25,0,1/1/2018,3/30/2018,1,3/30/2018 0:00
7026,Technology,Male,Individual Contributor,3,4,106,3,29,0,1/1/2018,12/31/2018,0,
7027,Technology,Male,Individual Contributor,5,1,143,29,34,1,1/1/2018,12/31/2018,0,
7028,Technology,Male,Senior Leader,3,5,641,47,48,0,1/1/2018,12/31/2018,0,
7029,Technology,Male,Individual Contributor,4,2,121,7,28,1,1/1/2018,12/31/2018,0,
7030,Account/Client Management,Female,Executive,4,4,10068,2,25,0,1/1/2018,12/31/2018,0,
7031,Account/Client Management,Female,Individual Contributor,2,1,157,20,49,0,1/1/2018,12/31/2018,0,
7032,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,5,126,36,48,0,1/1/2018,5/20/2018,1,5/20/2018 0:00
7033,Technology,Male,Individual Contributor,1,3,90,9,35,0,1/1/2018,3/27/2018,1,3/27/2018 0:00
7034,Technology,Male,Individual Contributor,2,2,56,20,43,0,1/1/2018,4/20/2018,1,4/20/2018 0:00
7035,Technology,Female,Manager,4,3,320,23,45,0,1/1/2018,12/31/2018,0,
7036,Technology,Male,Individual Contributor,3,4,137,14,37,0,1/1/2018,12/31/2018,0,
7037,Technology,Female,Individual Contributor,3,1,139,28,33,0,1/1/2018,7/13/2018,1,7/13/2018 0:00
7038,Account/Client Management,Male,Individual Contributor,4,2,36,5,31,1,1/1/2018,12/31/2018,0,
7039,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,2,3,161,5,27,0,1/1/2018,12/31/2018,0,
7040,"Corporate Admin (HR, Finance, etc)",Male,Manager,4,4,434,18,45,0,1/1/2018,12/31/2018,0,
7041,Technology,Male,Individual Contributor,5,1,130,4,25,0,1/1/2018,12/31/2018,0,
7042,Technology,Male,Individual Contributor,1,3,162,41,29,0,1/1/2018,12/31/2018,0,
7043,Technology,Female,Senior Leader,5,4,646,43,42,1,1/1/2018,12/31/2018,0,
7044,Account/Client Management,Male,Individual Contributor,3,2,119,36,48,0,1/1/2018,9/12/2018,1,9/12/2018 0:00
7045,Technology,Male,Individual Contributor,4,5,144,23,45,1,1/1/2018,12/31/2018,0,
7046,Technology,Male,Individual Contributor,3,2,181,7,33,0,1/1/2018,12/31/2018,0,
7047,Account/Client Management,Male,Executive,2,4,3397,30,32,0,1/1/2018,12/31/2018,0,
7048,Technology,Male,Executive,3,4,3562,9,34,0,1/1/2018,12/31/2018,0,
7049,Technology,Male,Individual Contributor,5,1,166,9,22,0,1/1/2018,5/5/2018,1,5/5/2018 0:00
7050,Technology,Male,Manager,4,5,431,5,26,1,1/1/2018,12/31/2018,0,
7051,Account/Client Management,Male,Individual Contributor,3,2,173,46,33,0,1/1/2018,12/31/2018,0,
7052,Account/Client Management,Female,Manager,4,5,395,5,31,0,1/1/2018,12/31/2018,0,
7053,Account/Client Management,Male,Individual Contributor,2,3,172,7,22,0,1/1/2018,12/31/2018,0,
7054,Technology,Female,Individual Contributor,4,2,81,13,41,0,1/1/2018,12/31/2018,0,
7055,Technology,Male,Individual Contributor,5,1,125,36,37,0,1/1/2018,12/31/2018,0,
7056,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,4,68,6,31,0,1/1/2018,12/31/2018,0,
7057,Technology,Male,Manager,4,4,149,13,41,0,1/1/2018,12/31/2018,0,
7058,Account/Client Management,Male,Individual Contributor,3,2,117,8,33,0,1/1/2018,10/16/2018,1,10/16/2018 0:00
7059,Technology,Male,Individual Contributor,3,2,161,11,37,0,1/1/2018,5/15/2018,1,5/15/2018 0:00
7060,Technology,Male,Senior Leader,5,2,832,3,27,0,1/1/2018,7/4/2018,1,7/4/2018 0:00
7061,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,4,432,16,42,0,1/1/2018,12/31/2018,0,
7062,Account/Client Management,Male,Individual Contributor,3,2,122,1,25,0,1/1/2018,12/31/2018,0,
7063,Technology,Female,Individual Contributor,4,4,85,38,48,0,1/1/2018,12/31/2018,0,
7064,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,3,2,504,8,30,0,1/1/2018,12/31/2018,0,
7065,Technology,Male,Individual Contributor,4,2,106,38,54,0,1/1/2018,3/4/2018,1,3/4/2018 0:00
7066,Account/Client Management,Male,Manager,4,5,290,4,33,0,1/1/2018,12/31/2018,0,
7067,Technology,Female,Individual Contributor,4,1,133,7,29,1,1/1/2018,12/31/2018,0,
7068,Technology,Male,Senior Leader,3,2,593,10,37,0,1/1/2018,1/5/2018,1,1/5/2018 0:00
7069,Technology,Male,Individual Contributor,4,1,170,43,63,1,1/1/2018,12/31/2018,0,
7070,Account/Client Management,Male,Individual Contributor,3,2,41,32,31,0,1/1/2018,12/31/2018,0,
7071,Account/Client Management,Male,Manager,2,4,193,1,25,0,1/1/2018,8/4/2018,1,8/4/2018 0:00
7072,Technology,Male,Manager,4,2,216,8,37,0,1/1/2018,12/31/2018,0,
7073,Technology,Male,Manager,4,2,424,2,28,0,1/1/2018,12/31/2018,0,
7074,Account/Client Management,Male,Individual Contributor,5,2,131,1,22,0,1/1/2018,7/13/2018,1,7/13/2018 0:00
7075,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5,2,941,5,27,0,1/1/2018,11/26/2018,1,11/26/2018 0:00
7076,Technology,Male,Executive,4,5,7967,21,36,0,1/1/2018,12/31/2018,0,
7077,Technology,Male,Executive,5,5,6222,3,24,0,1/1/2018,12/31/2018,0,
7078,Technology,Male,Individual Contributor,4,4,108,4,32,0,1/1/2018,12/31/2018,0,
7079,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,5,2,1382,40,58,0,1/1/2018,1/8/2018,1,1/8/2018 0:00
7080,Account/Client Management,Male,Senior Leader,3,5,680,34,41,0,1/1/2018,12/31/2018,0,
7081,Technology,Male,Individual Contributor,4,5,158,38,50,0,1/1/2018,12/31/2018,0,
7082,Technology,Male,Senior Leader,4,4,1375,7,28,0,1/1/2018,12/31/2018,0,
7083,Technology,Male,Individual Contributor,3,5,105,5,30,0,1/1/2018,12/31/2018,0,
7084,Account/Client Management,Female,Individual Contributor,4,4,161,28,54,0,1/1/2018,12/31/2018,0,
7085,Technology,Female,Manager,4,1,311,9,38,0,1/1/2018,3/18/2018,1,3/18/2018 0:00
7086,Account/Client Management,Female,Manager,5,4,206,1,27,0,1/1/2018,3/16/2018,1,3/16/2018 0:00
7087,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,5,136,37,58,0,1/1/2018,12/31/2018,0,
7088,Technology,Female,Manager,3,4,130,8,32,0,1/1/2018,12/31/2018,0,
7089,Account/Client Management,Male,Individual Contributor,2,4,188,9,36,0,1/1/2018,12/31/2018,0,
7090,Account/Client Management,Male,Manager,3,5,118,17,39,0,1/1/2018,12/31/2018,0,
7091,Account/Client Management,Male,Manager,5,4,218,7,32,0,1/1/2018,5/22/2018,1,5/22/2018 0:00
7092,Account/Client Management,Male,Individual Contributor,4,2,77,21,46,0,1/1/2018,12/31/2018,0,
7093,Technology,Male,Individual Contributor,4,1,181,4,25,1,1/1/2018,12/31/2018,0,
7094,Technology,Male,Individual Contributor,3,5,125,37,28,0,1/1/2018,12/31/2018,0,
7095,Technology,Female,Manager,3,2,351,21,30,0,1/1/2018,12/7/2018,1,12/7/2018 0:00
7096,Technology,Male,Individual Contributor,5,3,129,7,21,0,1/1/2018,12/31/2018,0,
7097,Account/Client Management,Male,Individual Contributor,4,4,87,2,22,0,1/1/2018,12/31/2018,0,
7098,Account/Client Management,Male,Individual Contributor,4,2,101,11,40,0,1/1/2018,8/15/2018,1,8/15/2018 0:00
7099,Technology,Male,Individual Contributor,1,5,122,13,38,0,1/1/2018,12/31/2018,0,
7100,Technology,Male,Senior Leader,4,1,481,2,23,0,1/1/2018,12/31/2018,0,
7101,Account/Client Management,Female,Individual Contributor,3,5,131,50,44,0,1/1/2018,12/31/2018,0,
7102,Account/Client Management,Male,Individual Contributor,5,3,149,8,29,0,1/1/2018,12/31/2018,0,
7103,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,4,1073,1,28,0,1/1/2018,12/31/2018,0,
7104,Account/Client Management,Male,Senior Leader,5,5,902,2,30,0,1/1/2018,12/31/2018,0,
7105,Technology,Female,Individual Contributor,4,3,150,53,44,0,1/1/2018,12/31/2018,0,
7106,Technology,Female,Individual Contributor,2,2,59,9,31,0,1/1/2018,12/31/2018,0,
7107,Technology,Female,Individual Contributor,4,1,89,8,35,0,1/1/2018,12/31/2018,0,
7108,Technology,Male,Individual Contributor,4,5,183,2,25,0,1/1/2018,12/31/2018,0,
7109,Account/Client Management,Male,Executive,5,5,1253,17,39,0,1/1/2018,12/31/2018,0,
7110,Technology,Male,Individual Contributor,3,4,167,11,28,0,1/1/2018,12/31/2018,0,
7111,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,5,112,21,43,0,1/1/2018,12/31/2018,0,
7112,Technology,Male,Individual Contributor,3,5,160,21,24,0,1/1/2018,12/31/2018,0,
7113,Account/Client Management,Male,Individual Contributor,4,1,95,14,35,0,1/1/2018,3/1/2018,1,3/1/2018 0:00
7114,Account/Client Management,Male,Manager,3,4,404,1,25,0,1/1/2018,12/31/2018,0,
7115,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,2,176,21,23,0,1/1/2018,8/8/2018,1,8/8/2018 0:00
7116,Technology,Female,Manager,5,3,153,13,37,0,1/1/2018,12/31/2018,0,
7117,Technology,Male,Executive,3,5,476,21,49,0,1/1/2018,12/31/2018,0,
7118,Technology,Female,Senior Leader,3,5,617,28,23,0,1/1/2018,12/31/2018,0,
7119,Technology,Male,Individual Contributor,3,2,135,5,32,0,1/1/2018,6/1/2018,1,6/1/2018 0:00
7120,Technology,Male,Manager,4,3,191,7,31,0,1/1/2018,12/31/2018,0,
7121,"Corporate Admin (HR, Finance, etc)",Female,Manager,3,5,311,3,31,0,1/1/2018,12/31/2018,0,
7122,Account/Client Management,Male,Individual Contributor,3,5,174,41,25,0,1/1/2018,12/31/2018,0,
7123,Account/Client Management,Female,Individual Contributor,2,4,144,33,24,0,1/1/2018,12/31/2018,0,
7124,Technology,Male,Individual Contributor,3,4,129,4,25,0,1/1/2018,2/6/2018,1,2/6/2018 0:00
7125,Account/Client Management,Female,Executive,4,4,11102,11,38,0,1/1/2018,12/31/2018,0,
7126,"Corporate Admin (HR, Finance, etc)",Male,Manager,4,5,196,29,53,0,1/1/2018,12/31/2018,0,
7127,Technology,Female,Individual Contributor,4,4,149,10,37,0,1/1/2018,12/31/2018,0,
7128,Account/Client Management,Male,Individual Contributor,3,1,186,41,59,0,1/1/2018,12/31/2018,0,
7129,Technology,Female,Senior Leader,5,3,1051,7,36,0,1/1/2018,12/31/2018,0,
7130,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,4,86,39,42,0,1/1/2018,12/31/2018,0,
7131,Technology,Male,Individual Contributor,5,5,112,35,51,0,1/1/2018,12/31/2018,0,
7132,Technology,Female,Individual Contributor,3,4,196,29,27,0,1/1/2018,12/31/2018,0,
7133,Account/Client Management,Male,Manager,5,2,271,12,33,0,1/1/2018,12/31/2018,0,
7134,Technology,Female,Individual Contributor,2,3,86,6,30,0,1/1/2018,12/31/2018,0,
7135,Technology,Male,Manager,3,5,171,6,24,0,1/1/2018,12/31/2018,0,
7136,Technology,Male,Executive,4,5,2044,23,44,0,1/1/2018,12/31/2018,0,
7137,Account/Client Management,Male,Manager,5,5,317,12,35,0,1/1/2018,12/31/2018,0,
7138,Technology,Male,Executive,4,4,8082,14,39,0,1/1/2018,12/31/2018,0,
7139,Technology,Female,Individual Contributor,5,3,105,39,44,0,1/1/2018,12/31/2018,0,
7140,Technology,Male,Executive,4,5,6336,18,37,0,1/1/2018,12/31/2018,0,
7141,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,5,74,10,37,0,1/1/2018,12/31/2018,0,
7142,Technology,Female,Manager,4,2,257,1,30,0,1/1/2018,5/18/2018,1,5/18/2018 0:00
7143,Technology,Female,Individual Contributor,3,5,62,41,31,0,1/1/2018,12/31/2018,0,
7144,Technology,Female,Individual Contributor,4,1,100,15,22,0,1/1/2018,12/31/2018,0,
7145,Account/Client Management,Male,Individual Contributor,2,1,158,22,46,0,1/1/2018,12/31/2018,0,
7146,Technology,Female,Individual Contributor,2,1,159,3,32,0,1/1/2018,12/20/2018,1,12/20/2018 0:00
7147,"Corporate Admin (HR, Finance, etc)",Male,Manager,5,3,258,5,31,0,1/1/2018,12/31/2018,0,
7148,Account/Client Management,Male,Manager,4,4,285,20,36,0,1/1/2018,12/31/2018,0,
7149,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,3,5,98,9,38,0,1/1/2018,12/31/2018,0,
7150,Technology,Female,Individual Contributor,4,4,60,2,26,1,1/1/2018,12/31/2018,0,
7151,Technology,Male,Individual Contributor,2,1,155,41,36,0,1/1/2018,12/31/2018,0,
7152,Technology,Male,Individual Contributor,5,2,104,34,63,0,1/1/2018,12/31/2018,0,
7153,Account/Client Management,Male,Individual Contributor,3,5,117,33,29,0,1/1/2018,8/10/2018,1,8/10/2018 0:00
7154,Account/Client Management,Male,Manager,3,4,204,19,22,0,1/1/2018,12/31/2018,0,
7155,Account/Client Management,Male,Manager,4,2,264,9,38,0,1/1/2018,12/31/2018,0,
7156,Technology,Male,Senior Leader,5,4,836,2,31,1,1/1/2018,12/31/2018,0,
7157,Technology,Male,Manager,4,3,150,17,22,0,1/1/2018,12/31/2018,0,
7158,Technology,Male,Individual Contributor,4,1,125,11,23,0,1/1/2018,12/31/2018,0,
7159,Technology,Male,Manager,4,1,212,16,24,0,1/1/2018,12/31/2018,0,
7160,Technology,Female,Manager,4,3,296,2,31,0,1/1/2018,12/31/2018,0,
7161,Technology,Male,Manager,4,3,283,7,28,0,1/1/2018,12/31/2018,0,
7162,Technology,Male,Individual Contributor,3,2,177,21,35,0,1/1/2018,10/19/2018,1,10/19/2018 0:00
7163,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,4,144,17,31,0,1/1/2018,12/31/2018,0,
7164,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4,2,131,1,22,0,1/1/2018,12/31/2018,0,
7165,Account/Client Management,Male,Individual Contributor,4,2,90,28,55,1,1/1/2018,12/31/2018,0,
7166,Technology,Female,Individual Contributor,3,3,96,24,26,0,1/1/2018,12/31/2018,0,
7167,Account/Client Management,Male,Executive,4,3,5350,4,32,0,1/1/2018,12/31/2018,0,
7168,Technology,Female,Senior Leader,3,4,767,30,35,0,1/1/2018,12/31/2018,0,
7169,Account/Client Management,Female,Senior Leader,5,5,928,2,27,0,1/1/2018,12/31/2018,0,
7170,"Corporate Admin (HR, Finance, etc)",Female,Manager,3,4,160,29,55,0,1/1/2018,12/31/2018,0,
7171,Account/Client Management,Female,Individual Contributor,4,5,177,9,38,0,1/1/2018,12/31/2018,0,
7172,Technology,Female,Individual Contributor,3,4,93,3,26,0,1/1/2018,12/31/2018,0,
7173,Account/Client Management,Female,Manager,4,5,218,17,42,0,1/1/2018,12/31/2018,0,
7174,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,4,5,836,26,47,0,1/1/2018,12/31/2018,0,
7175,"Corporate Admin (HR, Finance, etc)",Male,Manager,5,2,109,13,36,0,1/1/2018,2/13/2018,1,2/13/2018 0:00
7176,"Corporate Admin (HR, Finance, etc)",Female,Executive,4,4,2709,24,53,0,1/1/2018,12/31/2018,0,
7177,Technology,Female,Individual Contributor,3,3,63,12,30,0,1/1/2018,12/31/2018,0,
7178,Account/Client Management,Female,Senior Leader,3,5,992,6,35,0,1/1/2018,12/31/2018,0,
7179,Account/Client Management,Male,Individual Contributor,3,1,186,47,48,0,1/1/2018,12/31/2018,0,
7180,Technology,Female,Manager,4,2,391,14,32,0,1/1/2018,7/31/2018,1,7/31/2018 0:00
7181,Technology,Female,Executive,3,4,8364,18,40,0,1/1/2018,12/31/2018,0,
7182,Account/Client Management,Male,Individual Contributor,4,4,105,47,42,0,1/1/2018,12/31/2018,0,
7183,Technology,Male,Individual Contributor,4,4,131,4,30,0,1/1/2018,12/31/2018,0,
7184,Technology,Male,Individual Contributor,3,2,142,29,32,0,1/1/2018,12/31/2018,0,
7185,Technology,Male,Individual Contributor,5,2,158,12,41,0,1/1/2018,12/31/2018,0,
7186,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,3,2,192,2,26,0,1/1/2018,12/31/2018,0,
7187,Technology,Female,Manager,2,4,408,25,48,0,1/1/2018,12/31/2018,0,
7188,Technology,Male,Manager,5,5,319,9,33,1,1/1/2018,12/31/2018,0,
7189,Account/Client Management,Female,Senior Leader,5,4,836,6,26,0,1/1/2018,12/31/2018,0,
7190,Account/Client Management,Male,Senior Leader,5,2,981,10,31,0,1/1/2018,8/7/2018,1,8/7/2018 0:00
7191,Account/Client Management,Male,Individual Contributor,5,2,137,33,33,1,1/1/2018,12/31/2018,0,
7192,Technology,Male,Individual Contributor,4,2,145,7,30,0,1/1/2018,12/31/2018,0,
7193,Technology,Male,Individual Contributor,3,3,125,30,51,0,1/1/2018,3/29/2018,1,3/29/2018 0:00
7194,Account/Client Management,Female,Senior Leader,5,5,665,32,33,1,1/1/2018,12/31/2018,0,
7195,Technology,Male,Individual Contributor,5,1,190,52,51,1,1/1/2018,12/31/2018,0,
7196,Account/Client Management,Female,Individual Contributor,4,2,133,52,21,1,1/1/2018,12/31/2018,0,
7197,Technology,Female,Executive,3,5,6979,12,34,0,1/1/2018,12/31/2018,0,
7198,Technology,Male,Manager,4,2,266,5,21,0,1/1/2018,7/15/2018,1,7/15/2018 0:00
7199,Technology,Female,Manager,4,3,191,2,25,0,1/1/2018,11/14/2018,1,11/14/2018 0:00
7200,Technology,Male,Individual Contributor,5,2,136,10,23,0,1/1/2018,12/31/2018,0,
7201,"Corporate Admin (HR, Finance, etc)",Male,Manager,4,5,320,5,28,0,1/1/2018,12/31/2018,0,
7202,"Corporate Admin (HR, Finance, etc)",Female,Manager,2,2,119,3,29,0,1/1/2018,5/28/2018,1,5/28/2018 0:00
7203,"Corporate Admin (HR, Finance, etc)",Male,Manager,3,3,249,5,30,0,1/1/2018,12/31/2018,0,
7204,Account/Client Management,Male,Individual Contributor,1,1,93,30,56,0,1/1/2018,12/31/2018,0,
7205,Technology,Male,Senior Leader,4,4,949,7,35,0,1/1/2018,12/31/2018,0,
7206,Technology,Male,Individual Contributor,4,1,138,17,25,0,1/1/2018,8/26/2018,1,8/26/2018 0:00
7207,Technology,Male,Individual Contributor,5,2,43,1,22,0,1/1/2018,12/31/2018,0,
7208,Technology,Female,Manager,3,3,203,5,27,0,1/1/2018,12/31/2018,0,
7209,Technology,Female,Senior Leader,5,4,537,47,50,0,1/1/2018,12/31/2018,0,
7210,Technology,Male,Individual Contributor,5,5,121,24,44,0,1/1/2018,12/31/2018,0,
7211,Technology,Male,Individual Contributor,5,3,125,12,33,0,1/1/2018,12/31/2018,0,
7212,Technology,Male,Individual Contributor,4,1,122,4,30,0,1/1/2018,1/4/2018,1,1/4/2018 0:00
7213,Account/Client Management,Male,Manager,2,2,339,3,24,0,1/1/2018,12/31/2018,0,
7214,Technology,Male,Manager,4,3,252,25,21,0,1/1/2018,12/31/2018,0,
7215,Technology,Male,Individual Contributor,3,3,114,27,48,0,1/1/2018,12/31/2018,0,
7216,Account/Client Management,Male,Individual Contributor,4,3,156,5,28,0,1/1/2018,12/31/2018,0,
7217,Technology,Female,Individual Contributor,5,2,37,1,30,0,1/1/2018,11/4/2018,1,11/4/2018 0:00
7218,Account/Client Management,Male,Manager,4,3,296,1,24,0,1/1/2018,12/31/2018,0,
7219,Account/Client Management,Male,Individual Contributor,2,1,127,12,30,0,1/1/2018,12/19/2018,1,12/19/2018 0:00
7220,Account/Client Management,Male,Senior Leader,4,3,560,28,35,0,1/1/2018,12/31/2018,0,
7221,Account/Client Management,Female,Individual Contributor,3,2,63,11,39,0,1/1/2018,12/31/2018,0,
7222,Account/Client Management,Female,Manager,4,1,181,5,29,1,1/1/2018,12/31/2018,0,
7223,Technology,Female,Senior Leader,5,2,878,16,30,1,1/1/2018,12/31/2018,0,
7224,Technology,Male,Individual Contributor,4,3,171,24,36,0,1/1/2018,12/31/2018,0,
7225,Account/Client Management,Male,Individual Contributor,3,3,132,3,27,0,1/1/2018,12/31/2018,0,
7226,Technology,Female,Manager,4,4,329,3,24,0,1/1/2018,12/31/2018,0,
7227,Account/Client Management,Male,Manager,1,4,190,2,24,0,1/1/2018,6/22/2018,1,6/22/2018 0:00
7228,Technology,Male,Individual Contributor,4,2,189,8,35,0,1/1/2018,12/31/2018,0,
7229,Account/Client Management,Female,Individual Contributor,4,4,189,3,28,0,1/1/2018,12/31/2018,0,
7230,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,5,5,1399,12,27,0,1/1/2018,12/31/2018,0,
7231,Technology,Female,Individual Contributor,2,4,83,13,38,0,1/1/2018,12/31/2018,0,
7232,Technology,Male,Individual Contributor,4,5,168,36,51,0,1/1/2018,12/31/2018,0,
7233,Account/Client Management,Female,Manager,4,2,144,1,24,0,1/1/2018,12/31/2018,0,
7234,Technology,Male,Individual Contributor,3,2,177,12,21,1,1/1/2018,12/31/2018,0,
7235,Technology,Female,Individual Contributor,4,2,130,11,30,0,1/1/2018,12/31/2018,0,
7236,Technology,Male,Individual Contributor,4,3,113,42,61,0,1/1/2018,12/31/2018,0,
7237,Technology,Male,Executive,3,4,2637,8,29,0,1/1/2018,12/31/2018,0,
7238,Technology,Female,Individual Contributor,4,5,65,38,22,0,1/1/2018,12/31/2018,0,
7239,Account/Client Management,Male,Individual Contributor,4,4,171,59,37,0,1/1/2018,12/31/2018,0,
7240,Account/Client Management,Male,Senior Leader,4,4,1051,31,40,0,1/1/2018,12/31/2018,0,
7241,Technology,Female,Individual Contributor,2,3,126,14,37,0,1/1/2018,12/31/2018,0,
7242,Technology,Male,Manager,5,3,328,5,33,0,1/1/2018,12/31/2018,0,
7243,Account/Client Management,Female,Senior Leader,4,4,1248,13,42,0,1/1/2018,12/31/2018,0,
7244,Technology,Male,Individual Contributor,4,2,140,12,27,0,1/1/2018,1/17/2018,1,1/17/2018 0:00
7245,"Corporate Admin (HR, Finance, etc)",Female,Manager,5,1,232,9,29,0,1/1/2018,12/31/2018,0,
7246,Technology,Male,Manager,3,2,198,6,34,0,1/1/2018,12/31/2018,0,
7247,Account/Client Management,Male,Senior Leader,4,4,953,17,30,0,1/1/2018,12/31/2018,0,
7248,Technology,Female,Individual Contributor,5,5,71,4,32,0,1/1/2018,12/31/2018,0,
7249,Technology,Male,Individual Contributor,3,2,80,12,33,0,1/1/2018,12/31/2018,0,
7250,Technology,Female,Individual Contributor,3,1,135,8,28,0,1/1/2018,10/14/2018,1,10/14/2018 0:00
7251,"Corporate Admin (HR, Finance, etc)",Female,Manager,4,5,135,18,47,0,1/1/2018,12/31/2018,0,
7252,Account/Client Management,Male,Individual Contributor,1,2,139,10,35,0,1/1/2018,2/13/2018,1,2/13/2018 0:00
7253,Account/Client Management,Male,Individual Contributor,4,1,130,6,35,0,1/1/2018,12/31/2018,0,
7254,Technology,Female,Individual Contributor,3,2,75,13,35,0,1/1/2018,12/31/2018,0,
7255,Technology,Male,Senior Leader,4,4,988,39,32,0,1/1/2018,12/31/2018,0,
7256,Technology,Male,Individual Contributor,5,2,91,4,22,0,1/1/2018,12/31/2018,0,
7257,Account/Client Management,Male,Executive,1,5,10150,2,21,0,1/1/2018,9/11/2018,1,9/11/2018 0:00
7258,Account/Client Management,Male,Individual Contributor,3,2,169,59,55,0,1/1/2018,12/31/2018,0,
7259,Technology,Male,Individual Contributor,3,5,66,9,32,0,1/1/2018,12/31/2018,0,
7260,Technology,Male,Individual Contributor,4,2,103,12,36,0,1/1/2018,6/25/2018,1,6/25/2018 0:00
7261,Technology,Female,Individual Contributor,2,3,159,9,31,0,1/1/2018,12/31/2018,0,
7262,Technology,Female,Individual Contributor,3,4,100,35,55,0,1/1/2018,12/21/2018,1,12/21/2018 0:00
7263,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,3,4,506,6,35,0,1/1/2018,12/31/2018,0,
7264,Account/Client Management,Male,Manager,5,5,196,3,24,0,1/1/2018,12/31/2018,0,
7265,Account/Client Management,Male,Individual Contributor,2,1,165,53,39,0,1/1/2018,3/11/2018,1,3/11/2018 0:00
7266,Account/Client Management,Female,Manager,2,3,308,7,22,0,1/1/2018,12/31/2018,0,
7267,Technology,Male,Manager,4,2,361,5,29,0,1/1/2018,12/31/2018,0,
7268,Account/Client Management,Female,Senior Leader,3,4,832,12,40,0,1/1/2018,12/31/2018,0,
7269,Technology,Male,Senior Leader,4,4,666,9,21,0,1/1/2018,12/31/2018,0,
7270,"Corporate Admin (HR, Finance, etc)",Male,Executive,3,3,6543,24,46,0,1/1/2018,12/31/2018,0,
7271,Technology,Male,Individual Contributor,4,1,194,13,42,1,1/1/2018,12/31/2018,0,
7272,Account/Client Management,Male,Individual Contributor,4,4,161,44,29,0,1/1/2018,12/31/2018,0,
7273,Technology,Female,Individual Contributor,4,5,161,59,55,0,1/1/2018,12/31/2018,0,
7274,Account/Client Management,Male,Manager,2,1,430,6,30,0,1/1/2018,12/31/2018,0,
7275,Technology,Female,Individual Contributor,2,4,100,11,34,0,1/1/2018,4/11/2018,1,4/11/2018 0:00
7276,Account/Client Management,Female,Individual Contributor,5,2,111,21,25,0,1/1/2018,6/18/2018,1,6/18/2018 0:00
7277,Account/Client Management,Male,Individual Contributor,3,4,46,39,46,0,1/1/2018,12/31/2018,0,
7278,Technology,Male,Manager,3,3,349,7,32,0,1/1/2018,12/31/2018,0,
7279,Technology,Male,Executive,4,5,4063,20,39,0,1/1/2018,12/31/2018,0,
7280,Account/Client Management,Female,Individual Contributor,4,4,141,13,34,0,1/1/2018,12/31/2018,0,
7281,Technology,Female,Executive,4,3,8084,6,29,0,1/1/2018,12/31/2018,0,
7282,Technology,Male,Individual Contributor,4,1,66,1,24,0,1/1/2018,12/31/2018,0,
7283,Technology,Male,Individual Contributor,4,3,114,1,29,0,1/1/2018,12/2/2018,1,12/2/2018 0:00
7284,Technology,Female,Manager,3,3,226,29,46,0,1/1/2018,12/31/2018,0,
7285,Account/Client Management,Male,Individual Contributor,3,5,186,44,52,1,1/1/2018,12/31/2018,0,
7286,"Corporate Admin (HR, Finance, etc)",Male,Executive,4,5,10771,24,48,0,1/1/2018,12/31/2018,0,
7287,Account/Client Management,Male,Individual Contributor,3,2,92,8,31,0,1/1/2018,12/31/2018,0,
7288,Technology,Female,Individual Contributor,3,2,114,5,27,0,1/1/2018,12/31/2018,0,
